id,eval_d,score
4,content,2.0
4,content,2.667
4,content,4.0
4,fluency,0.857
4,fluency,3.0
4,fluency,4.0
4,fluency,4.5
4,fluency,1.0
4,fluency,4.0
4,fluency,4.5
4,fluency,3.0
4,fluency,3.0
4,fluency,3.5
4,fluency,3.5
5,style,4.286
5,style,0.091
5,style,4.0
5,style,4.5
5,style,4.286
5,style,4.286
5,style,4.0
5,style,4.0
5,style,4.5
5,style,4.0
5,style,4.5
5,content,4.5
5,content,4.5
5,content,4.5
5,content,4.5
5,content,5.0
5,content,4.0
5,content,5.0
5,content,5.0
5,content,2.0
5,content,2.667
5,content,4.0
5,fluency,1.0
5,fluency,4.286
5,fluency,-1.0
5,fluency,4.5
5,fluency,0.75
5,fluency,4.0
5,fluency,4.5
5,fluency,4.5
5,fluency,3.5
5,fluency,4.0
5,fluency,3.5
6,style,1.0
6,style,0.0
6,style,2.0
6,style,4.5
6,style,4.0
6,style,4.0
6,style,4.0
6,style,4.0
6,style,3.0
6,style,1.0
6,style,4.0
6,content,4.0
6,content,4.999
6,content,5.0
6,content,5.0
6,content,5.0
6,content,4.0
6,content,5.0
6,content,5.0
6,content,3.0
6,content,3.0
6,content,5.0
6,fluency,1.0
6,fluency,4.286
6,fluency,4.5
6,fluency,4.5
6,fluency,1.0
6,fluency,4.0
6,fluency,4.5
6,fluency,5.0
6,fluency,3.5
6,fluency,4.5
6,fluency,5.0
7,style,4.5
7,style,0.0
7,style,4.0
7,style,4.286
7,style,4.5
7,style,4.0
7,style,4.0
7,style,4.0
7,style,4.0
7,style,4.0
7,style,4.286
7,content,4.286
7,content,4.286
7,content,4.0
7,content,4.333
7,content,5.0
7,content,4.5
7,content,5.0
7,content,4.286
7,content,2.0
7,content,2.0
7,content,4.0
7,fluency,1.0
7,fluency,4.286
7,fluency,5.0
7,fluency,4.5
7,fluency,1.0
7,fluency,4.0
7,fluency,4.5
7,fluency,4.5
7,fluency,4.5
7,fluency,4.5
7,fluency,5.0
8,style,4.0
8,style,0.333
8,style,4.5
8,style,4.286
8,style,4.5
8,style,4.0
8,style,4.0
8,style,4.5
8,style,4.5
8,style,4.0
8,style,4.286
8,content,4.286
8,content,4.286
8,content,4.0
8,content,4.5
8,content,5.0
8,content,4.0
8,content,5.0
8,content,4.286
8,content,2.5
8,content,2.667
8,content,4.333
8,fluency,0.667
8,fluency,4.286
8,fluency,4.0
8,fluency,4.5
8,fluency,0.857
8,fluency,4.0
8,fluency,4.5
8,fluency,4.5
8,fluency,4.0
8,fluency,4.5
8,fluency,4.5
9,style,4.0
9,style,1.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,style,4.0
9,content,4.0
9,content,4.0
9,content,4.5
9,content,4.5
9,content,5.0
9,content,5.0
9,content,4.5
9,content,4.0
9,content,2.0
9,content,2.0
9,content,4.0
9,fluency,1.0
9,fluency,2.5
9,fluency,-1.0
9,fluency,4.5
9,fluency,0.5
9,fluency,3.0
9,fluency,2.5
9,fluency,1.0
9,fluency,3.0
9,fluency,1.0
9,fluency,1.0
10,style,4.0
10,style,0.857
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,style,4.0
10,content,4.286
10,content,4.0
10,content,4.0
10,content,4.5
10,content,4.5
10,content,4.0
10,content,3.0
10,content,3.0
10,content,2.0
10,content,2.0
10,content,4.0
10,fluency,0.5
10,fluency,4.125
10,fluency,-1.0
10,fluency,4.0
10,fluency,1.0
10,fluency,4.0
10,fluency,4.5
10,fluency,3.5
10,fluency,2.0
10,fluency,4.5
10,fluency,3.0
11,style,4.0
11,style,0.857
11,style,4.0
11,style,4.5
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,style,4.0
11,content,4.0
11,content,4.0
11,content,4.0
11,content,4.333
11,content,3.0
11,content,4.0
11,content,3.0
11,content,4.286
11,content,2.0
11,content,2.0
11,content,4.0
11,fluency,1.0
11,fluency,3.286
11,fluency,3.5
11,fluency,2.5
11,fluency,0.625
11,fluency,3.5
11,fluency,3.5
11,fluency,2.0
11,fluency,2.0
11,fluency,2.5
11,fluency,3.5
12,style,4.333
12,style,0.857
12,style,4.0
12,style,4.5
12,style,4.286
12,style,4.0
12,style,4.0
12,style,4.0
12,style,4.5
12,style,4.333
12,style,4.286
12,content,4.286
12,content,4.286
12,content,4.0
12,content,4.333
12,content,4.5
12,content,4.0
12,content,2.5
12,content,4.5
12,content,2.5
12,content,2.0
12,content,4.333
12,fluency,0.857
12,fluency,4.286
12,fluency,-1.0
12,fluency,4.5
12,fluency,0.75
12,fluency,4.0
12,fluency,4.5
12,fluency,3.5
12,fluency,1.0
12,fluency,3.5
12,fluency,2.5
13,style,4.333
13,style,0.857
13,style,4.0
13,style,4.5
13,style,4.286
13,style,4.286
13,style,4.0
13,style,4.0
13,style,4.5
13,style,4.333
13,style,4.5
13,content,4.5
13,content,3.0
13,content,4.5
13,content,4.286
13,content,4.5
13,content,4.0
13,content,1.0
13,content,4.5
13,content,2.5
13,content,2.333
13,content,4.333
13,fluency,0.857
13,fluency,3.286
13,fluency,-1.0
13,fluency,-1.0
13,fluency,0.5
13,fluency,-1.0
13,fluency,3.5
13,fluency,3.5
13,fluency,-1.0
13,fluency,4.0
13,fluency,3.5
14,style,4.0
14,style,0.5
14,style,4.0
14,style,4.5
14,style,4.0
14,style,4.286
14,style,4.0
14,style,4.0
14,style,4.0
14,style,4.0
14,style,4.5
14,content,4.5
14,content,4.0
14,content,4.0
14,content,4.5
14,content,4.5
14,content,5.0
14,content,4.286
14,content,4.286
14,content,2.0
14,content,2.0
14,content,4.333
14,fluency,0.0
14,fluency,4.286
14,fluency,4.5
14,fluency,4.5
14,fluency,0.875
14,fluency,4.0
14,fluency,4.5
14,fluency,4.0
14,fluency,3.5
14,fluency,4.5
14,fluency,4.5
15,style,4.286
15,style,0.333
15,style,3.0
15,style,4.5
15,style,4.286
15,style,4.5
15,style,4.0
15,style,4.0
15,style,4.0
15,style,4.0
15,style,4.286
15,content,4.286
15,content,4.286
15,content,4.333
15,content,4.333
15,content,4.0
15,content,4.5
15,content,4.0
15,content,4.286
15,content,2.5
15,content,2.333
15,content,4.333
15,fluency,0.571
15,fluency,4.0
15,fluency,-1.0
15,fluency,-1.0
15,fluency,0.5
15,fluency,5.0
15,fluency,-1.0
15,fluency,-1.0
15,fluency,-1.0
15,fluency,-1.0
15,fluency,4.0
16,style,4.0
16,style,1.0
16,style,4.0
16,style,4.5
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,style,4.0
16,content,4.0
16,content,4.5
16,content,4.5
16,content,4.5
16,content,3.0
16,content,-1.0
16,content,4.286
16,content,4.286
16,content,1.0
16,content,2.0
16,content,4.0
16,fluency,0.0
16,fluency,4.125
16,fluency,-1.0
16,fluency,-1.0
16,fluency,0.2
16,fluency,-1.0
16,fluency,-1.0
16,fluency,3.0
16,fluency,3.0
16,fluency,1.0
16,fluency,2.5
17,style,4.286
17,style,0.857
17,style,4.0
17,style,4.5
17,style,4.0
17,style,4.286
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,style,4.0
17,content,4.0
17,content,4.5
17,content,4.0
17,content,4.5
17,content,4.5
17,content,4.0
17,content,1.0
17,content,4.0
17,content,2.0
17,content,2.0
17,content,4.0
17,fluency,0.571
17,fluency,3.125
17,fluency,2.5
17,fluency,4.5
17,fluency,0.75
17,fluency,3.0
17,fluency,3.5
17,fluency,3.0
17,fluency,3.0
17,fluency,2.5
17,fluency,3.0
18,style,4.0
18,style,0.143
18,style,4.0
18,style,4.286
18,style,4.286
18,style,4.286
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,style,4.0
18,content,4.0
18,content,4.286
18,content,4.0
18,content,4.667
18,content,4.5
18,content,4.0
18,content,4.286
18,content,4.286
18,content,2.0
18,content,2.333
18,content,4.0
18,fluency,0.857
18,fluency,4.286
18,fluency,-1.0
18,fluency,4.286
18,fluency,1.0
18,fluency,4.0
18,fluency,3.5
18,fluency,3.0
18,fluency,3.0
18,fluency,4.5
18,fluency,4.0
19,style,4.333
19,style,0.857
19,style,4.0
19,style,4.5
19,style,4.5
19,style,4.286
19,style,4.0
19,style,4.0
19,style,4.5
19,style,4.286
19,style,4.286
19,content,4.286
19,content,4.286
19,content,4.5
19,content,4.286
19,content,4.5
19,content,4.0
19,content,4.0
19,content,4.5
19,content,2.5
19,content,2.333
19,content,4.333
19,fluency,0.857
19,fluency,3.125
19,fluency,-1.0
19,fluency,-1.0
19,fluency,0.5
19,fluency,-1.0
19,fluency,4.5
19,fluency,2.0
19,fluency,2.5
19,fluency,3.5
19,fluency,2.5
20,style,4.0
20,style,0.143
20,style,4.0
20,style,4.286
20,style,4.286
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,style,4.0
20,content,4.0
20,content,4.333
20,content,4.0
20,content,4.333
20,content,4.5
20,content,4.5
20,content,4.0
20,content,4.0
20,content,2.0
20,content,2.0
20,content,4.333
20,fluency,0.857
20,fluency,4.286
20,fluency,4.5
20,fluency,4.286
20,fluency,0.875
20,fluency,3.5
20,fluency,4.5
20,fluency,4.0
20,fluency,3.0
20,fluency,4.5
20,fluency,4.5
21,style,4.286
21,style,0.143
21,style,4.0
21,style,4.5
21,style,4.286
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.0
21,style,4.286
21,content,4.0
21,content,4.286
21,content,4.5
21,content,4.0
21,content,4.5
21,content,4.0
21,content,4.333
21,content,4.333
21,content,2.0
21,content,2.0
21,content,4.286
21,fluency,0.857
21,fluency,4.0
21,fluency,-1.0
21,fluency,4.5
21,fluency,0.75
21,fluency,3.0
21,fluency,4.5
21,fluency,4.5
21,fluency,3.5
21,fluency,3.5
21,fluency,4.0
22,style,4.0
22,style,1.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,style,4.0
22,content,4.0
22,content,4.0
22,content,4.0
22,content,4.5
22,content,5.0
22,content,4.0
22,content,3.0
22,content,4.0
22,content,1.0
22,content,2.0
22,content,5.0
22,fluency,0.857
22,fluency,4.286
22,fluency,-1.0
22,fluency,4.5
22,fluency,0.9
22,fluency,4.0
22,fluency,2.5
22,fluency,3.0
22,fluency,3.0
22,fluency,1.5
22,fluency,3.5
23,style,4.0
23,style,0.857
23,style,4.0
23,style,4.5
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.0
23,style,4.5
23,content,4.5
23,content,3.0
23,content,3.0
23,content,3.0
23,content,3.0
23,content,4.0
23,content,2.0
23,content,3.333
23,content,2.0
23,content,2.0
23,content,4.0
23,fluency,0.714
23,fluency,3.0
23,fluency,3.5
23,fluency,2.5
23,fluency,0.125
23,fluency,2.0
23,fluency,3.5
23,fluency,2.5
23,fluency,2.5
23,fluency,2.5
23,fluency,3.286
24,style,4.333
24,style,0.333
24,style,4.0
24,style,4.5
24,style,4.5
24,style,4.0
24,style,4.0
24,style,4.0
24,style,4.0
24,style,4.0
24,style,4.286
24,content,4.286
24,content,4.0
24,content,4.0
24,content,4.333
24,content,4.5
24,content,4.0
24,content,4.333
24,content,4.333
24,content,2.0
24,content,2.0
24,content,4.333
24,fluency,0.857
24,fluency,4.286
24,fluency,-1.0
24,fluency,4.5
24,fluency,1.0
24,fluency,4.0
24,fluency,4.5
24,fluency,4.5
24,fluency,3.0
24,fluency,3.5
24,fluency,4.5
25,style,4.0
25,style,0.857
25,style,4.0
25,style,4.5
25,style,4.286
25,style,4.0
25,style,4.0
25,style,4.0
25,style,4.0
25,style,4.0
25,style,4.5
25,content,4.5
25,content,4.0
25,content,4.0
25,content,4.667
25,content,5.0
25,content,4.0
25,content,4.0
25,content,4.0
25,content,2.0
25,content,2.0
25,content,4.0
25,fluency,0.5
25,fluency,4.286
25,fluency,5.0
25,fluency,4.5
25,fluency,0.857
25,fluency,4.0
25,fluency,4.5
25,fluency,3.0
25,fluency,1.0
25,fluency,3.5
25,fluency,3.0
26,style,4.286
26,style,0.857
26,style,4.0
26,style,4.286
26,style,4.286
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.0
26,style,4.286
26,style,4.286
26,content,4.286
26,content,3.0
26,content,4.0
26,content,4.286
26,content,4.5
26,content,4.5
26,content,3.333
26,content,4.286
26,content,2.0
26,content,2.0
26,content,4.0
26,fluency,0.857
26,fluency,4.286
26,fluency,4.5
26,fluency,4.5
26,fluency,0.875
26,fluency,4.0
26,fluency,4.5
26,fluency,4.5
26,fluency,2.0
26,fluency,4.5
26,fluency,4.5
27,style,4.333
27,style,0.857
27,style,4.0
27,style,4.5
27,style,4.286
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.0
27,style,4.5
27,content,4.5
27,content,2.0
27,content,4.0
27,content,4.333
27,content,3.0
27,content,4.5
27,content,1.0
27,content,2.333
27,content,2.0
27,content,2.0
27,content,4.0
27,fluency,0.714
27,fluency,3.286
27,fluency,2.0
27,fluency,4.5
27,fluency,0.75
27,fluency,3.5
27,fluency,4.5
27,fluency,2.0
27,fluency,1.0
27,fluency,2.5
27,fluency,1.0
28,style,4.0
28,style,0.857
28,style,4.0
28,style,4.5
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.0
28,style,4.286
28,content,4.286
28,content,4.286
28,content,4.0
28,content,4.286
28,content,3.0
28,content,4.5
28,content,1.0
28,content,2.5
28,content,2.0
28,content,2.0
28,content,4.0
28,fluency,0.857
28,fluency,4.286
28,fluency,-1.0
28,fluency,4.5
28,fluency,1.0
28,fluency,4.0
28,fluency,4.5
28,fluency,3.5
28,fluency,2.5
28,fluency,4.5
28,fluency,3.0
29,style,4.0
29,style,0.143
29,style,4.0
29,style,4.5
29,style,4.5
29,style,4.0
29,style,4.0
29,style,4.0
29,style,4.5
29,style,4.0
29,style,4.5
29,content,4.5
29,content,4.286
29,content,4.0
29,content,4.5
29,content,4.5
29,content,4.0
29,content,4.5
29,content,4.0
29,content,2.0
29,content,2.0
29,content,4.333
29,fluency,0.857
29,fluency,3.286
29,fluency,4.0
29,fluency,4.5
29,fluency,0.9
29,fluency,4.0
29,fluency,4.5
29,fluency,3.0
29,fluency,2.5
29,fluency,4.5
29,fluency,4.5
30,style,4.0
30,style,0.333
30,style,4.0
30,style,4.5
30,style,4.5
30,style,4.286
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.0
30,style,4.286
30,content,4.286
30,content,4.0
30,content,4.0
30,content,4.0
30,content,5.0
30,content,4.0
30,content,5.0
30,content,5.0
30,content,2.0
30,content,2.667
30,content,4.333
30,fluency,0.857
30,fluency,4.5
30,fluency,-1.0
30,fluency,4.5
30,fluency,0.875
30,fluency,4.0
30,fluency,4.5
30,fluency,4.5
30,fluency,3.5
30,fluency,4.5
30,fluency,4.5
31,style,4.0
31,style,0.0
31,style,2.0
31,style,4.5
31,style,4.286
31,style,4.286
31,style,4.0
31,style,4.0
31,style,4.0
31,style,4.0
31,style,4.286
31,content,4.286
31,content,4.286
31,content,4.5
31,content,4.286
31,content,5.0
31,content,1.0
31,content,5.0
31,content,4.5
31,content,2.5
31,content,2.667
31,content,4.333
31,fluency,0.857
31,fluency,4.286
31,fluency,4.0
31,fluency,4.286
31,fluency,0.875
31,fluency,4.5
31,fluency,4.5
31,fluency,4.0
31,fluency,4.5
31,fluency,4.5
31,fluency,4.5
32,style,4.286
32,style,0.286
32,style,4.0
32,style,4.286
32,style,4.5
32,style,4.0
32,style,4.0
32,style,4.0
32,style,4.5
32,style,4.0
32,style,4.5
32,content,4.5
32,content,4.286
32,content,4.5
32,content,4.333
32,content,4.5
32,content,4.5
32,content,2.0
32,content,4.5
32,content,2.5
32,content,2.333
32,content,4.333
32,fluency,0.667
32,fluency,4.286
32,fluency,4.0
32,fluency,4.5
32,fluency,0.857
32,fluency,4.0
32,fluency,4.5
32,fluency,1.0
32,fluency,3.5
32,fluency,4.5
32,fluency,4.0
33,style,4.333
33,style,0.286
33,style,4.0
33,style,4.286
33,style,4.286
33,style,4.286
33,style,4.286
33,style,4.0
33,style,4.5
33,style,4.0
33,style,4.286
33,content,4.286
33,content,4.333
33,content,4.333
33,content,4.333
33,content,4.5
33,content,4.5
33,content,4.5
33,content,4.5
33,content,2.0
33,content,2.333
33,content,4.333
33,fluency,0.857
33,fluency,4.286
33,fluency,-1.0
33,fluency,4.5
33,fluency,1.0
33,fluency,5.0
33,fluency,4.5
33,fluency,4.5
33,fluency,3.5
33,fluency,4.5
33,fluency,3.5
34,style,4.286
34,style,0.857
34,style,4.0
34,style,4.5
34,style,4.5
34,style,4.0
34,style,4.125
34,style,4.5
34,style,4.286
34,style,4.286
34,style,4.5
34,content,4.5
34,content,4.286
34,content,4.5
34,content,4.286
34,content,4.5
34,content,-1.0
34,content,4.0
34,content,4.0
34,content,2.0
34,content,2.333
34,content,4.333
34,fluency,0.8
34,fluency,4.286
34,fluency,-1.0
34,fluency,4.0
34,fluency,0.75
34,fluency,4.0
34,fluency,-1.0
34,fluency,4.5
34,fluency,-1.0
34,fluency,4.0
34,fluency,-1.0
35,style,4.5
35,style,0.571
35,style,4.0
35,style,4.286
35,style,4.286
35,style,4.286
35,style,4.0
35,style,4.0
35,style,4.5
35,style,4.286
35,style,4.286
35,content,4.286
35,content,3.0
35,content,4.0
35,content,4.286
35,content,4.286
35,content,4.5
35,content,3.333
35,content,4.286
35,content,2.667
35,content,2.0
35,content,4.333
35,fluency,0.571
35,fluency,4.286
35,fluency,4.5
35,fluency,4.5
35,fluency,0.875
35,fluency,4.0
35,fluency,4.5
35,fluency,4.5
35,fluency,3.5
35,fluency,4.5
35,fluency,4.5
36,style,4.0
36,style,0.857
36,style,4.0
36,style,4.0
36,style,4.286
36,style,4.0
36,style,4.0
36,style,4.0
36,style,4.0
36,style,4.0
36,style,4.0
36,content,4.0
36,content,4.0
36,content,4.0
36,content,4.333
36,content,4.5
36,content,4.0
36,content,4.0
36,content,4.0
36,content,2.0
36,content,2.0
36,content,4.333
36,fluency,0.333
36,fluency,2.0
36,fluency,1.0
36,fluency,1.0
36,fluency,0.125
36,fluency,2.0
36,fluency,2.5
36,fluency,1.0
36,fluency,2.5
36,fluency,1.5
36,fluency,1.0
37,style,4.0
37,style,0.0
37,style,4.0
37,style,4.5
37,style,4.5
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.0
37,style,4.5
37,content,4.5
37,content,4.286
37,content,4.5
37,content,4.667
37,content,5.0
37,content,4.5
37,content,4.5
37,content,4.0
37,content,2.0
37,content,2.667
37,content,4.667
37,fluency,0.857
37,fluency,4.5
37,fluency,4.5
37,fluency,4.5
37,fluency,0.875
37,fluency,4.0
37,fluency,4.5
37,fluency,2.0
37,fluency,3.5
37,fluency,1.0
37,fluency,5.0
38,style,4.0
38,style,0.333
38,style,4.0
38,style,4.286
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.0
38,style,4.286
38,content,4.286
38,content,4.333
38,content,4.0
38,content,4.667
38,content,4.0
38,content,4.0
38,content,4.667
38,content,4.5
38,content,2.0
38,content,2.333
38,content,4.333
38,fluency,1.0
38,fluency,4.286
38,fluency,5.0
38,fluency,4.5
38,fluency,1.0
38,fluency,4.0
38,fluency,4.5
38,fluency,4.5
38,fluency,1.0
38,fluency,4.5
38,fluency,3.5
39,style,4.0
39,style,0.714
39,style,4.0
39,style,4.5
39,style,4.286
39,style,4.0
39,style,4.0
39,style,4.0
39,style,4.5
39,style,4.0
39,style,4.5
39,content,4.5
39,content,4.0
39,content,4.0
39,content,4.333
39,content,4.5
39,content,4.0
39,content,2.5
39,content,4.0
39,content,2.0
39,content,2.0
39,content,4.0
39,fluency,0.714
39,fluency,4.286
39,fluency,-1.0
39,fluency,4.0
39,fluency,0.75
39,fluency,-1.0
39,fluency,4.5
39,fluency,3.5
39,fluency,3.5
39,fluency,4.5
39,fluency,2.5
40,style,4.0
40,style,0.857
40,style,4.0
40,style,4.5
40,style,4.0
40,style,4.286
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,style,4.0
40,content,4.0
40,content,4.286
40,content,4.0
40,content,4.333
40,content,4.5
40,content,4.5
40,content,3.333
40,content,4.286
40,content,2.0
40,content,2.667
40,content,4.333
40,fluency,0.714
40,fluency,4.286
40,fluency,4.0
40,fluency,4.5
40,fluency,0.857
40,fluency,4.0
40,fluency,4.5
40,fluency,3.0
40,fluency,3.5
40,fluency,3.5
40,fluency,4.5
41,style,4.0
41,style,0.857
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,style,4.0
41,content,4.0
41,content,4.0
41,content,4.0
41,content,4.5
41,content,4.5
41,content,4.0
41,content,3.0
41,content,3.0
41,content,2.0
41,content,2.0
41,content,4.0
41,fluency,0.0
41,fluency,4.286
41,fluency,3.0
41,fluency,3.5
41,fluency,0.75
41,fluency,3.5
41,fluency,3.5
41,fluency,3.5
41,fluency,2.0
41,fluency,3.5
41,fluency,3.5
42,style,4.286
42,style,0.571
42,style,3.0
42,style,4.286
42,style,4.286
42,style,4.0
42,style,4.0
42,style,4.0
42,style,4.5
42,style,4.286
42,style,4.0
42,content,4.5
42,content,3.0
42,content,4.0
42,content,4.286
42,content,4.5
42,content,4.5
42,content,2.333
42,content,4.286
42,content,2.0
42,content,2.0
42,content,4.333
42,fluency,0.857
42,fluency,4.286
42,fluency,3.5
42,fluency,4.286
42,fluency,0.857
42,fluency,4.0
42,fluency,4.5
42,fluency,4.286
42,fluency,3.5
42,fluency,4.5
42,fluency,4.5
43,style,4.333
43,style,0.857
43,style,4.0
43,style,4.5
43,style,4.5
43,style,4.0
43,style,4.0
43,style,4.0
43,style,4.0
43,style,4.0
43,style,4.0
43,content,4.0
43,content,4.5
43,content,4.5
43,content,4.5
43,content,4.5
43,content,4.0
43,content,3.0
43,content,4.0
43,content,2.0
43,content,1.0
43,content,4.333
43,fluency,0.5
43,fluency,4.0
43,fluency,3.0
43,fluency,4.5
43,fluency,0.857
43,fluency,4.0
43,fluency,4.5
43,fluency,3.5
43,fluency,2.0
43,fluency,4.5
43,fluency,4.286
44,style,4.0
44,style,0.667
44,style,3.0
44,style,4.5
44,style,4.0
44,style,4.0
44,style,4.0
44,style,4.0
44,style,4.0
44,style,4.0
44,style,4.5
44,content,4.5
44,content,4.286
44,content,4.0
44,content,4.333
44,content,4.5
44,content,4.5
44,content,4.286
44,content,4.286
44,content,2.0
44,content,2.0
44,content,4.333
44,fluency,0.857
44,fluency,4.286
44,fluency,2.0
44,fluency,4.5
44,fluency,0.75
44,fluency,4.0
44,fluency,4.5
44,fluency,3.5
44,fluency,2.5
44,fluency,3.5
44,fluency,4.5
45,style,4.667
45,style,0.0
45,style,4.0
45,style,4.5
45,style,4.5
45,style,4.0
45,style,4.0
45,style,4.0
45,style,4.0
45,style,4.0
45,style,4.0
45,content,4.0
45,content,4.0
45,content,4.0
45,content,4.667
45,content,5.0
45,content,4.0
45,content,4.286
45,content,4.5
45,content,2.0
45,content,2.0
45,content,4.667
45,fluency,0.857
45,fluency,4.286
45,fluency,4.0
45,fluency,4.286
45,fluency,0.857
45,fluency,4.0
45,fluency,4.5
45,fluency,3.5
45,fluency,3.5
45,fluency,3.5
45,fluency,3.5
46,style,4.0
46,style,0.857
46,style,4.0
46,style,4.5
46,style,4.0
46,style,4.0
46,style,4.0
46,style,4.0
46,style,4.5
46,style,4.0
46,style,4.286
46,content,4.286
46,content,3.0
46,content,4.0
46,content,4.286
46,content,4.5
46,content,4.0
46,content,1.0
46,content,4.0
46,content,2.0
46,content,2.0
46,content,4.0
46,fluency,0.5
46,fluency,2.5
46,fluency,-1.0
46,fluency,4.5
46,fluency,1.0
46,fluency,5.0
46,fluency,4.5
46,fluency,3.0
46,fluency,3.0
46,fluency,3.5
46,fluency,3.5
47,style,4.333
47,style,0.857
47,style,4.0
47,style,4.5
47,style,4.5
47,style,4.286
47,style,4.0
47,style,4.0
47,style,4.5
47,style,4.0
47,style,4.5
47,content,4.5
47,content,3.0
47,content,4.5
47,content,4.333
47,content,4.286
47,content,4.0
47,content,4.5
47,content,4.5
47,content,2.0
47,content,2.333
47,content,4.333
47,fluency,0.857
47,fluency,4.286
47,fluency,-1.0
47,fluency,4.5
47,fluency,0.75
47,fluency,4.0
47,fluency,4.5
47,fluency,4.5
47,fluency,3.0
47,fluency,4.5
47,fluency,5.0
48,style,4.667
48,style,0.333
48,style,4.0
48,style,4.5
48,style,4.5
48,style,4.0
48,style,4.0
48,style,4.0
48,style,5.0
48,style,4.0
48,style,4.5
48,content,4.5
48,content,4.0
48,content,4.0
48,content,4.0
48,content,3.5
48,content,-1.0
48,content,5.0
48,content,4.286
48,content,2.5
48,content,2.333
48,content,4.333
48,fluency,0.667
48,fluency,4.286
48,fluency,-1.0
